Year,Year-Month,Year-Quarter,Township,State/Region,Township pcode,Channel,Indicator Name,Program,Total
2022,2022-05,2022-Q2,Insein,Yangon,MMR013001,Drug Seller,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Insein,Yangon,MMR013001,SQH,TB cases screened for HIV,TB,5
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,CBTBC,TB cases screened for HIV,TB,14
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened for HIV,TB,28
2022,2022-05,2022-Q2,Kanbalu,Sagaing,MMR005007,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Kawa,Bago (East),MMR007003,SQH,TB cases screened for HIV,TB,8
2022,2022-05,2022-Q2,Kawhmu,Yangon,MMR013028,CBTBC,TB cases screened for HIV,TB,14
2022,2022-05,2022-Q2,Kawkareik,Kayin,MMR003006,SQH,TB cases screened for HIV,TB,4
2022,2022-05,2022-Q2,Kawlin,Sagaing,MMR005024,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Kayan,Yangon,MMR013026,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Kyaiklat,Ayeyarwady,MMR017025,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Kyaikto,Mon,MMR011009,SQH,TB cases screened for HIV,TB,14
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,CBTBC,TB cases screened for HIV,TB,18
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,Drug Seller,TB cases screened for HIV,TB,11
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,TB cases screened for HIV,TB,13
2022,2022-05,2022-Q2,Kyauktaga,Bago (East),MMR007006,CBTBC,TB cases screened for HIV,TB,9
2022,2022-05,2022-Q2,Kyauktaga,Bago (East),MMR007006,Drug Seller,TB cases screened for HIV,TB,3
2022,2022-05,2022-Q2,Kyauktaga,Bago (East),MMR007006,SQH,TB cases screened for HIV,TB,3
2022,2022-05,2022-Q2,Kyeemyindaing,Yangon,MMR013038,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Kyonpyaw,Ayeyarwady,MMR017005,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Lashio,Shan (North),MMR015001,SQH,TB cases screened for HIV,TB,10
2022,2022-05,2022-Q2,Letpadan,Bago (West),MMR008008,CBTBC,TB cases screened for HIV,TB,10
2022,2022-05,2022-Q2,Letpadan,Bago (West),MMR008008,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Madaya,Mandalay,MMR010009,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Magway,Magway,MMR009001,CBTBC,TB cases screened for HIV,TB,22
2022,2022-05,2022-Q2,Magway,Magway,MMR009001,Drug Seller,TB cases screened for HIV,TB,16
2022,2022-05,2022-Q2,Magway,Magway,MMR009001,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Mahaaungmyay,Mandalay,MMR010003,SQH,TB cases screened for HIV,TB,3
2022,2022-05,2022-Q2,Maubin,Ayeyarwady,MMR017019,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Mawlamyinegyun,Ayeyarwady,MMR017018,CBTBC,TB cases screened for HIV,TB,7
2022,2022-05,2022-Q2,Mawlamyinegyun,Ayeyarwady,MMR017018,SQH,TB cases screened for HIV,TB,10
2022,2022-05,2022-Q2,Mayangone,Yangon,MMR013042,SQH,TB cases screened for HIV,TB,11
2022,2022-05,2022-Q2,Mayangone,Yangon,MMR013042,SQH Scheme1,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Meiktila,Mandalay,MMR010028,CBTBC,TB cases screened for HIV,TB,5
2022,2022-05,2022-Q2,Meiktila,Mandalay,MMR010028,SQH,TB cases screened for HIV,TB,7
2022,2022-05,2022-Q2,Mingaladon,Yangon,MMR013002,CBTBC,TB cases screened for HIV,TB,7
2022,2022-05,2022-Q2,Mingaladon,Yangon,MMR013002,Drug Seller,TB cases screened for HIV,TB,10
2022,2022-05,2022-Q2,Mingaladon,Yangon,MMR013002,SQH,TB cases screened for HIV,TB,14
2022,2022-05,2022-Q2,Mingalartaungnyunt,Yangon,MMR013022,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Mogaung,Kachin,MMR001008,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Mogoke,Mandalay,MMR010011,CBTBC,TB cases screened for HIV,TB,4
2022,2022-05,2022-Q2,Mogoke,Mandalay,MMR010011,SQH,TB cases screened for HIV,TB,13
2022,2022-05,2022-Q2,Mohnyin,Kachin,MMR001007,SQH,TB cases screened for HIV,TB,4
2022,2022-05,2022-Q2,Monywa,Sagaing,MMR005012,Drug Seller,TB cases screened for HIV,TB,3
2022,2022-05,2022-Q2,Monywa,Sagaing,MMR005012,SQH,TB cases screened for HIV,TB,20
2022,2022-05,2022-Q2,Mudon,Mon,MMR011005,SQH,TB cases screened for HIV,TB,5
2022,2022-05,2022-Q2,Myaungmya,Ayeyarwady,MMR017014,Drug Seller,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Myaungmya,Ayeyarwady,MMR017014,SQH,TB cases screened for HIV,TB,3
2022,2022-05,2022-Q2,Myawaddy,Kayin,MMR003005,SQH,TB cases screened for HIV,TB,24
2022,2022-05,2022-Q2,Myingyan,Mandalay,MMR010017,CBTBC,TB cases screened for HIV,TB,6
2022,2022-05,2022-Q2,Myingyan,Mandalay,MMR010017,Drug Seller,TB cases screened for HIV,TB,17
2022,2022-05,2022-Q2,Myitkyina,Kachin,MMR001001,SQH,TB cases screened for HIV,TB,7
2022,2022-05,2022-Q2,Myittha,Mandalay,MMR010015,Drug Seller,TB cases screened for HIV,TB,11
2022,2022-05,2022-Q2,Myittha,Mandalay,MMR010015,SQH,TB cases screened for HIV,TB,12
2022,2022-05,2022-Q2,Natogyi,Mandalay,MMR010019,SQH,TB cases screened for HIV,TB,3
2022,2022-05,2022-Q2,Nawnghkio,Shan (North),MMR015013,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,CBTBC,TB cases screened for HIV,TB,15
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,Drug Seller,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,TB cases screened for HIV,TB,35
2022,2022-05,2022-Q2,Nyaunglebin,Bago (East),MMR007005,SQH,TB cases screened for HIV,TB,12
2022,2022-05,2022-Q2,Okpho,Bago (West),MMR008010,Drug Seller,TB cases screened for HIV,TB,4
2022,2022-05,2022-Q2,Oktwin,Bago (East),MMR007013,SQH,TB cases screened for HIV,TB,5
2022,2022-05,2022-Q2,Padaung,Bago (West),MMR008003,CBTBC,TB cases screened for HIV,TB,5
2022,2022-05,2022-Q2,Padaung,Bago (West),MMR008003,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Pathein,Ayeyarwady,MMR017001,CBTBC,TB cases screened for HIV,TB,13
2022,2022-05,2022-Q2,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Patheingyi,Mandalay,MMR010007,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Paung,Mon,MMR011008,SQH,TB cases screened for HIV,TB,3
2022,2022-05,2022-Q2,Paungde,Bago (West),MMR008004,CBTBC,TB cases screened for HIV,TB,9
2022,2022-05,2022-Q2,Paungde,Bago (West),MMR008004,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Pwintbyu,Magway,MMR009008,SQH,TB cases screened for HIV,TB,18
2022,2022-05,2022-Q2,Pyawbwe,Mandalay,MMR010024,CBTBC,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Pyawbwe,Mandalay,MMR010024,Drug Seller,TB cases screened for HIV,TB,8
2022,2022-05,2022-Q2,Pyawbwe,Mandalay,MMR010024,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Pyay,Bago (West),MMR008001,SQH,TB cases screened for HIV,TB,4
2022,2022-05,2022-Q2,Pyigyitagon,Mandalay,MMR010005,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Pyinmana,Nay Pyi Taw,MMR018006,SQH,TB cases screened for HIV,TB,9
2022,2022-05,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,TB cases screened for HIV,TB,46
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,Drug Seller,TB cases screened for HIV,TB,6
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,MAM,TB cases screened for HIV,TB,112
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,SQH,TB cases screened for HIV,TB,17
2022,2022-05,2022-Q2,Shwebo,Sagaing,MMR005004,SQH,TB cases screened for HIV,TB,27
2022,2022-05,2022-Q2,Shwedaung,Bago (West),MMR008006,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Shwegu,Kachin,MMR001011,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,CBTBC,TB cases screened for HIV,TB,12
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,Drug Seller,TB cases screened for HIV,TB,10
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,TB cases screened for HIV,TB,23
2022,2022-05,2022-Q2,Singu,Mandalay,MMR010010,CBTBC,TB cases screened for HIV,TB,14
2022,2022-05,2022-Q2,Singu,Mandalay,MMR010010,SQH,TB cases screened for HIV,TB,12
2022,2022-05,2022-Q2,South Okkalapa,Yangon,MMR013011,SQH,TB cases screened for HIV,TB,5
2022,2022-05,2022-Q2,Tada-U,Mandalay,MMR010016,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Taikkyi,Yangon,MMR013005,CBTBC,TB cases screened for HIV,TB,10
2022,2022-05,2022-Q2,Taikkyi,Yangon,MMR013005,Drug Seller,TB cases screened for HIV,TB,5
2022,2022-05,2022-Q2,Taikkyi,Yangon,MMR013005,SQH,TB cases screened for HIV,TB,20
2022,2022-05,2022-Q2,Tamwe,Yangon,MMR013015,CBTBC,TB cases screened for HIV,TB,5
2022,2022-05,2022-Q2,Tamwe,Yangon,MMR013015,Drug Seller,TB cases screened for HIV,TB,4
2022,2022-05,2022-Q2,Tamwe,Yangon,MMR013015,SQH,TB cases screened for HIV,TB,3
2022,2022-05,2022-Q2,Tatkon,Nay Pyi Taw,MMR018003,CBTBC,TB cases screened for HIV,TB,8
2022,2022-05,2022-Q2,Tatkon,Nay Pyi Taw,MMR018003,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,CBTBC,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened for HIV,TB,17
2022,2022-05,2022-Q2,Taze,Sagaing,MMR005011,SQH,TB cases screened for HIV,TB,3
2022,2022-05,2022-Q2,Thabeikkyin,Mandalay,MMR010012,SQH,TB cases screened for HIV,TB,5
2022,2022-05,2022-Q2,Thaketa,Yangon,MMR013013,Drug Seller,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Thaketa,Yangon,MMR013013,SQH,TB cases screened for HIV,TB,18
2022,2022-05,2022-Q2,Thanbyuzayat,Mon,MMR011004,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Thanlyin,Yangon,MMR013023,CBTBC,TB cases screened for HIV,TB,3
2022,2022-05,2022-Q2,Thanlyin,Yangon,MMR013023,Drug Seller,TB cases screened for HIV,TB,8
2022,2022-05,2022-Q2,Thanlyin,Yangon,MMR013023,SQH,TB cases screened for HIV,TB,7
2022,2022-05,2022-Q2,Thaton,Mon,MMR011007,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Thayarwady,Bago (West),MMR008007,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Thazi,Mandalay,MMR010030,Drug Seller,TB cases screened for HIV,TB,10
2022,2022-05,2022-Q2,Thegon,Bago (West),MMR008005,SQH,TB cases screened for HIV,TB,8
2022,2022-05,2022-Q2,Thingangyun,Yangon,MMR013009,CBTBC,TB cases screened for HIV,TB,9
2022,2022-05,2022-Q2,Thingangyun,Yangon,MMR013009,SQH,TB cases screened for HIV,TB,12
2022,2022-05,2022-Q2,Wakema,Ayeyarwady,MMR017017,CBTBC,TB cases screened for HIV,TB,15
2022,2022-05,2022-Q2,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened for HIV,TB,6
2022,2022-05,2022-Q2,Waw,Bago (East),MMR007004,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Wundwin,Mandalay,MMR010031,SQH,TB cases screened for HIV,TB,1
2022,2022-05,2022-Q2,Yegyi,Ayeyarwady,MMR017006,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Yenangyaung,Magway,MMR009002,Drug Seller,TB cases screened for HIV,TB,24
2022,2022-05,2022-Q2,Yenangyaung,Magway,MMR009002,SQH,TB cases screened for HIV,TB,2
2022,2022-05,2022-Q2,Zalun,Ayeyarwady,MMR017009,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Amarapura,Mandalay,MMR010006,SQH,TB cases screened for HIV,TB,5
2022,2022-06,2022-Q2,Aunglan,Magway,MMR009016,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Aungmyaythazan,Mandalay,MMR010001,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Bago,Bago (East),MMR007001,CBTBC,TB cases screened for HIV,TB,17
2022,2022-06,2022-Q2,Bago,Bago (East),MMR007001,Drug Seller,TB cases screened for HIV,TB,7
2022,2022-06,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened for HIV,TB,51
2022,2022-06,2022-Q2,Bahan,Yangon,MMR013044,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Bhamo,Kachin,MMR001010,SQH,TB cases screened for HIV,TB,3
2022,2022-06,2022-Q2,Bogale,Ayeyarwady,MMR017024,CBTBC,TB cases screened for HIV,TB,6
2022,2022-06,2022-Q2,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened for HIV,TB,17
2022,2022-06,2022-Q2,Chanayethazan,Mandalay,MMR010002,SQH,TB cases screened for HIV,TB,4
2022,2022-06,2022-Q2,Chanmyathazi,Mandalay,MMR010004,SQH,TB cases screened for HIV,TB,4
2022,2022-06,2022-Q2,Chauk,Magway,MMR009003,Drug Seller,TB cases screened for HIV,TB,6
2022,2022-06,2022-Q2,Chauk,Magway,MMR009003,SQH,TB cases screened for HIV,TB,6
2022,2022-06,2022-Q2,Dagon Myothit (North),Yangon,MMR013019,CBTBC,TB cases screened for HIV,TB,6
2022,2022-06,2022-Q2,Dagon Myothit (North),Yangon,MMR013019,Drug Seller,TB cases screened for HIV,TB,5
2022,2022-06,2022-Q2,Dagon Myothit (North),Yangon,MMR013019,SQH,TB cases screened for HIV,TB,9
2022,2022-06,2022-Q2,Dagon Myothit (Seikkan),Yangon,MMR013021,SQH,TB cases screened for HIV,TB,5
2022,2022-06,2022-Q2,Dagon Myothit (South),Yangon,MMR013018,CBTBC,TB cases screened for HIV,TB,5
2022,2022-06,2022-Q2,Dagon Myothit (South),Yangon,MMR013018,Drug Seller,TB cases screened for HIV,TB,14
2022,2022-06,2022-Q2,Dagon Myothit (South),Yangon,MMR013018,SQH,TB cases screened for HIV,TB,17
2022,2022-06,2022-Q2,Danubyu,Ayeyarwady,MMR017022,CBTBC,TB cases screened for HIV,TB,5
2022,2022-06,2022-Q2,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened for HIV,TB,5
2022,2022-06,2022-Q2,Dawbon,Yangon,MMR013014,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Gyobingauk,Bago (West),MMR008014,SQH,TB cases screened for HIV,TB,3
2022,2022-06,2022-Q2,Hinthada,Ayeyarwady,MMR017008,CBTBC,TB cases screened for HIV,TB,5
2022,2022-06,2022-Q2,Hinthada,Ayeyarwady,MMR017008,SQH,TB cases screened for HIV,TB,10
2022,2022-06,2022-Q2,Hinthada,Ayeyarwady,MMR017008,SQH Scheme1,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Hlaing,Yangon,MMR013040,CBTBC,TB cases screened for HIV,TB,12
2022,2022-06,2022-Q2,Hlaing,Yangon,MMR013040,SQH,TB cases screened for HIV,TB,6
2022,2022-06,2022-Q2,Hlaingbwe,Kayin,MMR003002,SQH,TB cases screened for HIV,TB,18
2022,2022-06,2022-Q2,Hlaingtharya,Yangon,MMR013008,CBTBC,TB cases screened for HIV,TB,17
2022,2022-06,2022-Q2,Hlaingtharya,Yangon,MMR013008,SQH,TB cases screened for HIV,TB,21
2022,2022-06,2022-Q2,Hlaingtharya,Yangon,MMR013008,SQH Scheme1,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Hlegu,Yangon,MMR013004,CBTBC,TB cases screened for HIV,TB,3
2022,2022-06,2022-Q2,Hlegu,Yangon,MMR013004,SQH,TB cases screened for HIV,TB,19
2022,2022-06,2022-Q2,Hmawbi,Yangon,MMR013003,CBTBC,TB cases screened for HIV,TB,8
2022,2022-06,2022-Q2,Hmawbi,Yangon,MMR013003,SQH,TB cases screened for HIV,TB,17
2022,2022-06,2022-Q2,Hpa-An,Kayin,MMR003001,SQH,TB cases screened for HIV,TB,22
2022,2022-06,2022-Q2,Hpa-An,Kayin,MMR003001,SQH Scheme1,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Hpakan,Kachin,MMR001009,SQH,TB cases screened for HIV,TB,4
2022,2022-06,2022-Q2,Hsipaw,Shan (North),MMR015014,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Htantabin,Bago (East),MMR007014,SQH,TB cases screened for HIV,TB,6
2022,2022-06,2022-Q2,Ingapu,Ayeyarwady,MMR017013,SQH,TB cases screened for HIV,TB,7
2022,2022-06,2022-Q2,Insein,Yangon,MMR013001,Drug Seller,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Insein,Yangon,MMR013001,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Kale,Sagaing,MMR005027,CBTBC,TB cases screened for HIV,TB,15
2022,2022-06,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened for HIV,TB,31
2022,2022-06,2022-Q2,Kanbalu,Sagaing,MMR005007,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Kangyidaunt,Ayeyarwady,MMR017002,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Katha,Sagaing,MMR005020,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Kawa,Bago (East),MMR007003,SQH,TB cases screened for HIV,TB,10
2022,2022-06,2022-Q2,Kawhmu,Yangon,MMR013028,CBTBC,TB cases screened for HIV,TB,8
2022,2022-06,2022-Q2,Kawhmu,Yangon,MMR013028,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Kawkareik,Kayin,MMR003006,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Kayan,Yangon,MMR013026,SQH,TB cases screened for HIV,TB,3
2022,2022-06,2022-Q2,Kyaiklat,Ayeyarwady,MMR017025,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Kyaikto,Mon,MMR011009,SQH,TB cases screened for HIV,TB,7
2022,2022-06,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,CBTBC,TB cases screened for HIV,TB,14
2022,2022-06,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,Drug Seller,TB cases screened for HIV,TB,10
2022,2022-06,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,TB cases screened for HIV,TB,19
2022,2022-06,2022-Q2,Kyauktaga,Bago (East),MMR007006,CBTBC,TB cases screened for HIV,TB,4
2022,2022-06,2022-Q2,Kyauktaga,Bago (East),MMR007006,Drug Seller,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Kyauktaga,Bago (East),MMR007006,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Kyeemyindaing,Yangon,MMR013038,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Kyonpyaw,Ayeyarwady,MMR017005,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Lashio,Shan (North),MMR015001,Drug Seller,TB cases screened for HIV,TB,4
2022,2022-06,2022-Q2,Lashio,Shan (North),MMR015001,SQH,TB cases screened for HIV,TB,20
2022,2022-06,2022-Q2,Letpadan,Bago (West),MMR008008,CBTBC,TB cases screened for HIV,TB,11
2022,2022-06,2022-Q2,Letpadan,Bago (West),MMR008008,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Lewe,Nay Pyi Taw,MMR018007,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Madaya,Mandalay,MMR010009,SQH,TB cases screened for HIV,TB,3
2022,2022-06,2022-Q2,Magway,Magway,MMR009001,CBTBC,TB cases screened for HIV,TB,20
2022,2022-06,2022-Q2,Magway,Magway,MMR009001,Drug Seller,TB cases screened for HIV,TB,5
2022,2022-06,2022-Q2,Magway,Magway,MMR009001,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Mahaaungmyay,Mandalay,MMR010003,SQH,TB cases screened for HIV,TB,3
2022,2022-06,2022-Q2,Maubin,Ayeyarwady,MMR017019,Drug Seller,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Maubin,Ayeyarwady,MMR017019,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Mawlamyinegyun,Ayeyarwady,MMR017018,CBTBC,TB cases screened for HIV,TB,8
2022,2022-06,2022-Q2,Mawlamyinegyun,Ayeyarwady,MMR017018,SQH,TB cases screened for HIV,TB,3
2022,2022-06,2022-Q2,Mayangone,Yangon,MMR013042,SQH,TB cases screened for HIV,TB,19
2022,2022-06,2022-Q2,Meiktila,Mandalay,MMR010028,CBTBC,TB cases screened for HIV,TB,7
2022,2022-06,2022-Q2,Meiktila,Mandalay,MMR010028,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Mingaladon,Yangon,MMR013002,CBTBC,TB cases screened for HIV,TB,7
2022,2022-06,2022-Q2,Mingaladon,Yangon,MMR013002,Drug Seller,TB cases screened for HIV,TB,17
2022,2022-06,2022-Q2,Mingaladon,Yangon,MMR013002,SQH,TB cases screened for HIV,TB,9
2022,2022-06,2022-Q2,Mingalartaungnyunt,Yangon,MMR013022,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Mingalartaungnyunt,Yangon,MMR013022,SQH Scheme1,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Mogaung,Kachin,MMR001008,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Mogoke,Mandalay,MMR010011,CBTBC,TB cases screened for HIV,TB,7
2022,2022-06,2022-Q2,Mogoke,Mandalay,MMR010011,SQH,TB cases screened for HIV,TB,12
2022,2022-06,2022-Q2,Mohnyin,Kachin,MMR001007,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Monywa,Sagaing,MMR005012,Drug Seller,TB cases screened for HIV,TB,3
2022,2022-06,2022-Q2,Monywa,Sagaing,MMR005012,SQH,TB cases screened for HIV,TB,11
2022,2022-06,2022-Q2,Mudon,Mon,MMR011005,SQH,TB cases screened for HIV,TB,6
2022,2022-06,2022-Q2,Myaungmya,Ayeyarwady,MMR017014,Drug Seller,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Myaungmya,Ayeyarwady,MMR017014,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Myawaddy,Kayin,MMR003005,SQH,TB cases screened for HIV,TB,35
2022,2022-06,2022-Q2,Myingyan,Mandalay,MMR010017,CBTBC,TB cases screened for HIV,TB,10
2022,2022-06,2022-Q2,Myingyan,Mandalay,MMR010017,Drug Seller,TB cases screened for HIV,TB,17
2022,2022-06,2022-Q2,Myingyan,Mandalay,MMR010017,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Myitkyina,Kachin,MMR001001,SQH,TB cases screened for HIV,TB,10
2022,2022-06,2022-Q2,Myittha,Mandalay,MMR010015,Drug Seller,TB cases screened for HIV,TB,23
2022,2022-06,2022-Q2,Myittha,Mandalay,MMR010015,SQH,TB cases screened for HIV,TB,7
2022,2022-06,2022-Q2,Natogyi,Mandalay,MMR010019,SQH,TB cases screened for HIV,TB,3
2022,2022-06,2022-Q2,Nawnghkio,Shan (North),MMR015013,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,North Okkalapa,Yangon,MMR013012,CBTBC,TB cases screened for HIV,TB,21
2022,2022-06,2022-Q2,North Okkalapa,Yangon,MMR013012,Drug Seller,TB cases screened for HIV,TB,8
2022,2022-06,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,TB cases screened for HIV,TB,18
2022,2022-06,2022-Q2,Nyaunglebin,Bago (East),MMR007005,SQH,TB cases screened for HIV,TB,8
2022,2022-06,2022-Q2,Oktwin,Bago (East),MMR007013,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Padaung,Bago (West),MMR008003,CBTBC,TB cases screened for HIV,TB,8
2022,2022-06,2022-Q2,Padaung,Bago (West),MMR008003,SQH,TB cases screened for HIV,TB,3
2022,2022-06,2022-Q2,Pathein,Ayeyarwady,MMR017001,CBTBC,TB cases screened for HIV,TB,19
2022,2022-06,2022-Q2,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened for HIV,TB,4
2022,2022-06,2022-Q2,Patheingyi,Mandalay,MMR010007,SQH,TB cases screened for HIV,TB,4
2022,2022-06,2022-Q2,Paung,Mon,MMR011008,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Paungde,Bago (West),MMR008004,CBTBC,TB cases screened for HIV,TB,12
2022,2022-06,2022-Q2,Paungde,Bago (West),MMR008004,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Phyu,Bago (East),MMR007012,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Puta-O,Kachin,MMR001014,SQH,TB cases screened for HIV,TB,14
2022,2022-06,2022-Q2,Pwintbyu,Magway,MMR009008,SQH,TB cases screened for HIV,TB,16
2022,2022-06,2022-Q2,Pyapon,Ayeyarwady,MMR017023,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Pyawbwe,Mandalay,MMR010024,Drug Seller,TB cases screened for HIV,TB,9
2022,2022-06,2022-Q2,Pyawbwe,Mandalay,MMR010024,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Pyay,Bago (West),MMR008001,Drug Seller,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Pyay,Bago (West),MMR008001,SQH,TB cases screened for HIV,TB,2
2022,2022-06,2022-Q2,Pyigyitagon,Mandalay,MMR010005,SQH,TB cases screened for HIV,TB,1
2022,2022-06,2022-Q2,Pyinmana,Nay Pyi Taw,MMR018006,SQH,TB cases screened for HIV,TB,5
2022,2022-06,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,TB cases screened for HIV,TB,30
2022,2022-06,2022-Q2,Sanchaung,Yangon,MMR013039,Drug Seller,TB cases screened for HIV,TB,10
2022,2022-06,2022-Q2,Sanchaung,Yangon,MMR013039,MAM,TB cases screened for HIV,TB,108
