Year,Year-Month,Year-Quarter,State/Region,Township,Township pcode,Channel,Indicator Name,Total,Program
2022,2022-06,2022-Q2,Yangon,Thanlyin,MMR013023,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Taikkyi,MMR013005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Taikkyi,MMR013005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,South Okkalapa,MMR013011,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Shwepyithar,MMR013007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Shwepyithar,MMR013007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Shwepyithar,MMR013007,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Yangon,Shwepyithar,MMR013007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,North Okkalapa,MMR013012,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,North Okkalapa,MMR013012,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Yangon,North Okkalapa,MMR013012,SQH,Total Positive,2,Malaria
2022,2022-06,2022-Q2,Yangon,North Okkalapa,MMR013012,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,North Okkalapa,MMR013012,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Mingaladon,MMR013002,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Mingaladon,MMR013002,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Yangon,Mingaladon,MMR013002,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Insein,MMR013001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Insein,MMR013001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Hlegu,MMR013004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Hlaingtharya,MMR013008,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Hlaingtharya,MMR013008,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Yangon,Hlaingtharya,MMR013008,SQH,Total Positive,2,Malaria
2022,2022-06,2022-Q2,Yangon,Dagon Myothit (South),MMR013018,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Dagon Myothit (South),MMR013018,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Dagon Myothit (South),MMR013018,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Dagon Myothit (Seikkan),MMR013021,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Dagon Myothit (North),MMR013019,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Yangon,Dagon Myothit (North),MMR013019,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Tanintharyi,Palaw,MMR006007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Tanintharyi,Palaw,MMR006007,SQH,Total Positive,2,Malaria
2022,2022-06,2022-Q2,Tanintharyi,Myeik,MMR006005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Tanintharyi,Myeik,MMR006005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Tanintharyi,Myeik,MMR006005,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Tanintharyi,Myeik,MMR006005,SQH,Total Positive,6,Malaria
2022,2022-06,2022-Q2,Tanintharyi,Myeik,MMR006005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Tanintharyi,Kawthoung,MMR006009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Tanintharyi,Dawei,MMR006001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Tanintharyi,Dawei,MMR006001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Tanintharyi,Dawei,MMR006001,SQH,Total Positive,4,Malaria
2022,2022-06,2022-Q2,Shan (South),Taunggyi,MMR014001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (South),Taunggyi,MMR014001,SQH,Total Positive,2,Malaria
2022,2022-06,2022-Q2,Shan (South),Taunggyi,MMR014001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (South),Pindaya,MMR014006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (South),Nyaungshwe,MMR014002,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (South),Nansang,MMR014013,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (South),Nansang,MMR014013,SQH,Total Positive,2,Malaria
2022,2022-06,2022-Q2,Shan (South),Loilen,MMR014011,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (South),Loilen,MMR014011,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Shan (South),Laihka,MMR014012,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (South),Kalaw,MMR014005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (South),Kalaw,MMR014005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (South),Hsihseng,MMR014004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (South),Hopong,MMR014003,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (North),Tangyan,MMR015004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (North),Nawnghkio,MMR015013,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (North),Muse,MMR015009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (North),Muse,MMR015009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (North),Lashio,MMR015001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (North),Lashio,MMR015001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (North),Kyaukme,MMR015012,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (North),Kutkai,MMR015011,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (North),Hsipaw,MMR015014,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (North),Hsipaw,MMR015014,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Shan (North),Hsipaw,MMR015014,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Shan (East),Tachileik,MMR016009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (East),Tachileik,MMR016009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Shan (East),Kengtung,MMR016001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Yinmarbin,MMR005016,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Ye-U,MMR005009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Wetlet,MMR005006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Wetlet,MMR005006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Wetlet,MMR005006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Tigyaing,MMR005022,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Tigyaing,MMR005022,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Taze,MMR005011,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Tamu,MMR005030,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Tabayin,MMR005010,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Shwebo,MMR005004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Shwebo,MMR005004,SQH,Total Positive,2,Malaria
2022,2022-06,2022-Q2,Sagaing,Shwebo,MMR005004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Shwebo,MMR005004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,Total Positive,4,Malaria
2022,2022-06,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Monywa,MMR005012,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Monywa,MMR005012,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Sagaing,Monywa,MMR005012,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Monywa,MMR005012,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Kawlin,MMR005024,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Kawlin,MMR005024,SQH,Total Positive,3,Malaria
2022,2022-06,2022-Q2,Sagaing,Kawlin,MMR005024,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Kawlin,MMR005024,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Katha,MMR005020,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Katha,MMR005020,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Sagaing,Kanbalu,MMR005007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Kanbalu,MMR005007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Kale,MMR005027,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Kale,MMR005027,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Homalin,MMR005034,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Sagaing,Chaung-U,MMR005015,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Rakhine,Toungup,MMR012016,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Rakhine,Thandwe,MMR012015,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Rakhine,Thandwe,MMR012015,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Rakhine,Gwa,MMR012017,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Nay Pyi Taw,Zay Yar Thi Ri,MMR018001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Nay Pyi Taw,Tatkon,MMR018003,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Nay Pyi Taw,Tatkon,MMR018003,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Nay Pyi Taw,Tatkon,MMR018003,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Nay Pyi Taw,Tatkon,MMR018003,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Nay Pyi Taw,Pyinmana,MMR018006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Nay Pyi Taw,Pyinmana,MMR018006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Nay Pyi Taw,Pyinmana,MMR018006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Nay Pyi Taw,Pyinmana,MMR018006,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Nay Pyi Taw,Pyinmana,MMR018006,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Nay Pyi Taw,Pyinmana,MMR018006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Nay Pyi Taw,Lewe,MMR018007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Nay Pyi Taw,Lewe,MMR018007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mon,Thaton,MMR011007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mon,Thaton,MMR011007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mon,Thanbyuzayat,MMR011004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mon,Paung,MMR011008,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mon,Paung,MMR011008,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mon,Mudon,MMR011005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mon,Mudon,MMR011005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mon,Mawlamyine,MMR011001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mon,Mawlamyine,MMR011001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mon,Kyaikto,MMR011009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mon,Kyaikto,MMR011009,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Mon,Kyaikto,MMR011009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mon,Bilin,MMR011010,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Wundwin,MMR010031,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Wundwin,MMR010031,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Wundwin,MMR010031,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Thazi,MMR010030,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Thabeikkyin,MMR010012,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Thabeikkyin,MMR010012,SQH,Total Positive,14,Malaria
2022,2022-06,2022-Q2,Mandalay,Thabeikkyin,MMR010012,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Tada-U,MMR010016,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Tada-U,MMR010016,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Mandalay,Sintgaing,MMR010014,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Sintgaing,MMR010014,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Mandalay,Singu,MMR010010,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Singu,MMR010010,SQH,Total Positive,17,Malaria
2022,2022-06,2022-Q2,Mandalay,Pyinoolwin,MMR010008,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Pyigyitagon,MMR010005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Pyigyitagon,MMR010005,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Mandalay,Pyigyitagon,MMR010005,SQH,Total Positive,2,Malaria
2022,2022-06,2022-Q2,Mandalay,Pyigyitagon,MMR010005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Pyawbwe,MMR010024,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Patheingyi,MMR010007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Patheingyi,MMR010007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Patheingyi,MMR010007,SQH,Total Positive,6,Malaria
2022,2022-06,2022-Q2,Mandalay,Patheingyi,MMR010007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Patheingyi,MMR010007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Nyaung-U,MMR010022,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Ngazun,MMR010021,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Natogyi,MMR010019,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Natogyi,MMR010019,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Mandalay,Myittha,MMR010015,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Myittha,MMR010015,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Myittha,MMR010015,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Mandalay,Myittha,MMR010015,SQH,Total Positive,3,Malaria
2022,2022-06,2022-Q2,Mandalay,Myittha,MMR010015,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Myittha,MMR010015,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Myingyan,MMR010017,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Mogoke,MMR010011,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Mogoke,MMR010011,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Mogoke,MMR010011,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Mandalay,Mogoke,MMR010011,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Mandalay,Mogoke,MMR010011,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Mogoke,MMR010011,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Meiktila,MMR010028,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Meiktila,MMR010028,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Mandalay,Meiktila,MMR010028,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Meiktila,MMR010028,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Mahlaing,MMR010029,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Mahaaungmyay,MMR010003,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Mahaaungmyay,MMR010003,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Mahaaungmyay,MMR010003,SQH,Total Positive,2,Malaria
2022,2022-06,2022-Q2,Mandalay,Mahaaungmyay,MMR010003,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Mandalay,Mahaaungmyay,MMR010003,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Mahaaungmyay,MMR010003,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Madaya,MMR010009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Madaya,MMR010009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Madaya,MMR010009,SQH,Total Positive,2,Malaria
2022,2022-06,2022-Q2,Mandalay,Madaya,MMR010009,SQH,Total Positive,8,Malaria
2022,2022-06,2022-Q2,Mandalay,Kyaukse,MMR010013,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Kyaukse,MMR010013,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Kyaukpadaung,MMR010020,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Kyaukpadaung,MMR010020,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Chanmyathazi,MMR010004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Chanmyathazi,MMR010004,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Mandalay,Chanmyathazi,MMR010004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Chanayethazan,MMR010002,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Chanayethazan,MMR010002,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Mandalay,Chanayethazan,MMR010002,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Amarapura,MMR010006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Amarapura,MMR010006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Mandalay,Amarapura,MMR010006,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Mandalay,Amarapura,MMR010006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Magway,Yenangyaung,MMR009002,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Magway,Yenangyaung,MMR009002,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Magway,Taungdwingyi,MMR009004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Magway,Pwintbyu,MMR009008,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Magway,Pakokku,MMR009018,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Magway,Ngape,MMR009009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Magway,Ngape,MMR009009,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Magway,Natmauk,MMR009006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Magway,Minhla,MMR009013,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Magway,Mindon,MMR009014,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Magway,Mindon,MMR009014,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Magway,Minbu,MMR009007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Magway,Magway,MMR009001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Magway,Aunglan,MMR009016,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kayin,Myawaddy,MMR003005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kayin,Myawaddy,MMR003005,SQH,Total Positive,13,Malaria
2022,2022-06,2022-Q2,Kayin,Kawkareik,MMR003006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kayin,Kawkareik,MMR003006,SQH,Total Positive,6,Malaria
2022,2022-06,2022-Q2,Kayin,Kawkareik,MMR003006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kayin,Hpa-An,MMR003001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kayin,Hpa-An,MMR003001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kayin,Hpa-An,MMR003001,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Kayin,Hpa-An,MMR003001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kayin,Hpa-An,MMR003001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kayin,Hlaingbwe,MMR003002,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kayin,Hlaingbwe,MMR003002,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kayin,Hlaingbwe,MMR003002,SQH,Total Positive,7,Malaria
2022,2022-06,2022-Q2,Kachin,Waingmaw,MMR001002,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kachin,Waingmaw,MMR001002,SQH,Total Positive,22,Malaria
2022,2022-06,2022-Q2,Kachin,Shwegu,MMR001011,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kachin,Shwegu,MMR001011,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Kachin,Shwegu,MMR001011,SQH,Total Positive,60,Malaria
2022,2022-06,2022-Q2,Kachin,Myitkyina,MMR001001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kachin,Myitkyina,MMR001001,SQH,Total Positive,191,Malaria
2022,2022-06,2022-Q2,Kachin,Myitkyina,MMR001001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kachin,Mohnyin,MMR001007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kachin,Mohnyin,MMR001007,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Kachin,Mohnyin,MMR001007,SQH,Total Positive,10,Malaria
2022,2022-06,2022-Q2,Kachin,Mogaung,MMR001008,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kachin,Mogaung,MMR001008,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kachin,Mogaung,MMR001008,SQH,Total Positive,2,Malaria
2022,2022-06,2022-Q2,Kachin,Mogaung,MMR001008,SQH,Total Positive,27,Malaria
2022,2022-06,2022-Q2,Kachin,Bhamo,MMR001010,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Kachin,Bhamo,MMR001010,SQH,Total Positive,3,Malaria
2022,2022-06,2022-Q2,Chin,Tedim,MMR004004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Chin,Tedim,MMR004004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Thayarwady,MMR008007,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Shwedaung,MMR008006,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Pyay,MMR008001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Pyay,MMR008001,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Paungde,MMR008004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Paungde,MMR008004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Padaung,MMR008003,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Padaung,MMR008003,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Okpho,MMR008010,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Monyo,MMR008013,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Minhla,MMR008009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Minhla,MMR008009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Letpadan,MMR008008,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Letpadan,MMR008008,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (West),Gyobingauk,MMR008014,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (East),Yedashe,MMR007010,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (East),Yedashe,MMR007010,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (East),Waw,MMR007004,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (East),Thanatpin,MMR007002,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (East),Taungoo,MMR007009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (East),Taungoo,MMR007009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (East),Taungoo,MMR007009,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (East),Oktwin,MMR007013,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (East),Oktwin,MMR007013,SQH,Total Positive,1,Malaria
2022,2022-06,2022-Q2,Bago (East),Oktwin,MMR007013,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (East),Nyaunglebin,MMR007005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (East),Nyaunglebin,MMR007005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (East),Nyaunglebin,MMR007005,SQH,Total Positive,0,Malaria
2022,2022-06,2022-Q2,Bago (East),Kyauktaga,MMR007006,SQH,Total Positive,0,Malaria
