Event Year,Event Month,Event Year-Quarter,Township,State/Region,Township pcode,Channel,Program,Indicator Name,consultation
2019,2019-08,2019-Q3,Bahan,Yangon,MMR013044,SQH,HIV,Newly on ART,2
2019,2019-08,2019-Q3,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,4
2019,2019-08,2019-Q3,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,3
2019,2019-08,2019-Q3,Mayangone,Yangon,MMR013042,SQH,HIV,Newly on ART,1
2019,2019-08,2019-Q3,Mingaladon,Yangon,MMR013002,SQH,HIV,Newly on ART,1
2019,2019-08,2019-Q3,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,6
2019,2019-09,2019-Q3,Bhamo,Kachin,MMR001010,SQH,HIV,Newly on ART,1
2019,2019-09,2019-Q3,Myitkyina,Kachin,MMR001001,SQH,HIV,Newly on ART,1
2019,2019-09,2019-Q3,Amarapura,Mandalay,MMR010006,SQH,HIV,Newly on ART,1
2019,2019-09,2019-Q3,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,6
2019,2019-09,2019-Q3,Myingyan,Mandalay,MMR010017,SQH,HIV,Newly on ART,1
2019,2019-09,2019-Q3,Pyinoolwin,Mandalay,MMR010008,SQH,HIV,Newly on ART,4
2019,2019-09,2019-Q3,Singu,Mandalay,MMR010010,SQH,HIV,Newly on ART,3
2019,2019-09,2019-Q3,Bahan,Yangon,MMR013044,SQH,HIV,Newly on ART,3
2019,2019-09,2019-Q3,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,1
2019,2019-09,2019-Q3,Kayan,Yangon,MMR013026,SQH,HIV,Newly on ART,2
2019,2019-09,2019-Q3,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,1
2019,2019-09,2019-Q3,Mayangone,Yangon,MMR013042,SQH,HIV,Newly on ART,2
2019,2019-09,2019-Q3,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,1
2019,2019-09,2019-Q3,Taikkyi,Yangon,MMR013005,SQH,HIV,Newly on ART,1
2019,2019-09,2019-Q3,Thaketa,Yangon,MMR013013,SQH,HIV,Newly on ART,2
2019,2019-10,2019-Q4,Bhamo,Kachin,MMR001010,SQH,HIV,Newly on ART,2
2019,2019-10,2019-Q4,Myitkyina,Kachin,MMR001001,SQH,HIV,Newly on ART,2
2019,2019-10,2019-Q4,Kyaukpadaung,Mandalay,MMR010020,SQH,HIV,Newly on ART,2
2019,2019-10,2019-Q4,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,2
2019,2019-10,2019-Q4,Pyigyitagon,Mandalay,MMR010005,SQH,HIV,Newly on ART,2
2019,2019-10,2019-Q4,Singu,Mandalay,MMR010010,SQH,HIV,Newly on ART,1
2019,2019-10,2019-Q4,Dagon Myothit (South),Yangon,MMR013018,SQH,HIV,Newly on ART,2
2019,2019-10,2019-Q4,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,6
2019,2019-10,2019-Q4,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,4
2019,2019-10,2019-Q4,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,1
2019,2019-10,2019-Q4,Thaketa,Yangon,MMR013013,SQH,HIV,Newly on ART,1
2019,2019-10,2019-Q4,Thingangyun,Yangon,MMR013009,SQH,HIV,Newly on ART,2
2019,2019-11,2019-Q4,Kyaukpadaung,Mandalay,MMR010020,SQH,HIV,Newly on ART,1
2019,2019-11,2019-Q4,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,2
2019,2019-11,2019-Q4,Myingyan,Mandalay,MMR010017,SQH,HIV,Newly on ART,1
2019,2019-11,2019-Q4,Pyigyitagon,Mandalay,MMR010005,SQH,HIV,Newly on ART,1
2019,2019-11,2019-Q4,Pyinoolwin,Mandalay,MMR010008,SQH,HIV,Newly on ART,5
2019,2019-11,2019-Q4,Singu,Mandalay,MMR010010,SQH,HIV,Newly on ART,3
2019,2019-11,2019-Q4,Bahan,Yangon,MMR013044,SQH,HIV,Newly on ART,3
2019,2019-11,2019-Q4,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,3
2019,2019-11,2019-Q4,Kayan,Yangon,MMR013026,SQH,HIV,Newly on ART,1
2019,2019-11,2019-Q4,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,3
2019,2019-11,2019-Q4,Mayangone,Yangon,MMR013042,SQH,HIV,Newly on ART,1
2019,2019-11,2019-Q4,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,5
2019,2019-11,2019-Q4,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,1
2019,2019-11,2019-Q4,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,1
2019,2019-11,2019-Q4,Taikkyi,Yangon,MMR013005,SQH,HIV,Newly on ART,1
2019,2019-12,2019-Q4,Myitkyina,Kachin,MMR001001,SQH,HIV,Newly on ART,1
2019,2019-12,2019-Q4,Kyaukpadaung,Mandalay,MMR010020,SQH,HIV,Newly on ART,2
2019,2019-12,2019-Q4,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,2
2019,2019-12,2019-Q4,Pyigyitagon,Mandalay,MMR010005,SQH,HIV,Newly on ART,1
2019,2019-12,2019-Q4,Singu,Mandalay,MMR010010,SQH,HIV,Newly on ART,3
2019,2019-12,2019-Q4,Bahan,Yangon,MMR013044,SQH,HIV,Newly on ART,4
2019,2019-12,2019-Q4,Dagon Myothit (South),Yangon,MMR013018,SQH,HIV,Newly on ART,1
2019,2019-12,2019-Q4,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,1
2019,2019-12,2019-Q4,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,5
2019,2019-12,2019-Q4,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,17
2019,2019-12,2019-Q4,Mayangone,Yangon,MMR013042,SQH,HIV,Newly on ART,1
2019,2019-12,2019-Q4,Mingaladon,Yangon,MMR013002,SQH,HIV,Newly on ART,5
2019,2019-12,2019-Q4,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,10
2019,2019-12,2019-Q4,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,3
2019,2019-12,2019-Q4,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,2
2019,2019-12,2019-Q4,Taikkyi,Yangon,MMR013005,SQH,HIV,Newly on ART,1
2019,2019-12,2019-Q4,Thaketa,Yangon,MMR013013,SQH,HIV,Newly on ART,2
2019,2019-12,2019-Q4,Thingangyun,Yangon,MMR013009,SQH,HIV,Newly on ART,3
2020,2020-01,2020-Q1,Myitkyina,Kachin,MMR001001,SQH,HIV,Newly on ART,4
2020,2020-01,2020-Q1,Amarapura,Mandalay,MMR010006,SQH,HIV,Newly on ART,1
2020,2020-01,2020-Q1,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,1
2020,2020-01,2020-Q1,Myingyan,Mandalay,MMR010017,SQH,HIV,Newly on ART,1
2020,2020-01,2020-Q1,Pyigyitagon,Mandalay,MMR010005,SQH,HIV,Newly on ART,2
2020,2020-01,2020-Q1,Pyinoolwin,Mandalay,MMR010008,SQH,HIV,Newly on ART,1
2020,2020-01,2020-Q1,Bahan,Yangon,MMR013044,SQH,HIV,Newly on ART,4
2020,2020-01,2020-Q1,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,1
2020,2020-01,2020-Q1,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,1
2020,2020-01,2020-Q1,Mingaladon,Yangon,MMR013002,SQH,HIV,Newly on ART,1
2020,2020-01,2020-Q1,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,3
2020,2020-01,2020-Q1,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,1
2020,2020-01,2020-Q1,Taikkyi,Yangon,MMR013005,SQH,HIV,Newly on ART,3
2020,2020-02,2020-Q1,Bhamo,Kachin,MMR001010,SQH,HIV,Newly on ART,2
2020,2020-02,2020-Q1,Myitkyina,Kachin,MMR001001,SQH,HIV,Newly on ART,5
2020,2020-02,2020-Q1,Kyaukpadaung,Mandalay,MMR010020,SQH,HIV,Newly on ART,2
2020,2020-02,2020-Q1,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,4
2020,2020-02,2020-Q1,Pyigyitagon,Mandalay,MMR010005,SQH,HIV,Newly on ART,3
2020,2020-02,2020-Q1,Pyinoolwin,Mandalay,MMR010008,SQH,HIV,Newly on ART,1
2020,2020-02,2020-Q1,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,1
2020,2020-02,2020-Q1,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,4
2020,2020-02,2020-Q1,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,1
2020,2020-02,2020-Q1,Thaketa,Yangon,MMR013013,SQH,HIV,Newly on ART,1
2020,2020-03,2020-Q1,Bhamo,Kachin,MMR001010,SQH,HIV,Newly on ART,3
2020,2020-03,2020-Q1,Myitkyina,Kachin,MMR001001,SQH,HIV,Newly on ART,3
2020,2020-03,2020-Q1,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,1
2020,2020-03,2020-Q1,Myingyan,Mandalay,MMR010017,SQH,HIV,Newly on ART,4
2020,2020-03,2020-Q1,Bahan,Yangon,MMR013044,SQH,HIV,Newly on ART,1
2020,2020-03,2020-Q1,Mayangone,Yangon,MMR013042,SQH,HIV,Newly on ART,1
2020,2020-04,2020-Q2,Bhamo,Kachin,MMR001010,SQH,HIV,Newly on ART,4
2020,2020-04,2020-Q2,Pyinoolwin,Mandalay,MMR010008,SQH,HIV,Newly on ART,1
2020,2020-04,2020-Q2,Bahan,Yangon,MMR013044,SQH,HIV,Newly on ART,7
2020,2020-04,2020-Q2,Dagon Myothit (South),Yangon,MMR013018,SQH,HIV,Newly on ART,4
2020,2020-04,2020-Q2,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,1
2020,2020-04,2020-Q2,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,7
2020,2020-04,2020-Q2,Mingaladon,Yangon,MMR013002,SQH,HIV,Newly on ART,4
2020,2020-04,2020-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,7
2020,2020-04,2020-Q2,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,2
2020,2020-04,2020-Q2,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,2
2020,2020-04,2020-Q2,Thaketa,Yangon,MMR013013,SQH,HIV,Newly on ART,1
2020,2020-04,2020-Q2,Thingangyun,Yangon,MMR013009,SQH,HIV,Newly on ART,2
2020,2020-05,2020-Q2,Myingyan,Mandalay,MMR010017,SQH,HIV,Newly on ART,1
2020,2020-05,2020-Q2,Pyinoolwin,Mandalay,MMR010008,SQH,HIV,Newly on ART,1
2020,2020-05,2020-Q2,Bahan,Yangon,MMR013044,SQH,HIV,Newly on ART,1
2020,2020-05,2020-Q2,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,3
2020,2020-05,2020-Q2,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,1
2020,2020-05,2020-Q2,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,1
2020,2020-05,2020-Q2,Taikkyi,Yangon,MMR013005,SQH,HIV,Newly on ART,2
2020,2020-06,2020-Q2,Bhamo,Kachin,MMR001010,SQH,HIV,Newly on ART,3
2020,2020-06,2020-Q2,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,1
2020,2020-06,2020-Q2,Pyinoolwin,Mandalay,MMR010008,SQH,HIV,Newly on ART,1
2020,2020-06,2020-Q2,Singu,Mandalay,MMR010010,SQH,HIV,Newly on ART,2
2020,2020-06,2020-Q2,Bahan,Yangon,MMR013044,SQH,HIV,Newly on ART,1
2020,2020-06,2020-Q2,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,9
2020,2020-06,2020-Q2,Mingaladon,Yangon,MMR013002,SQH,HIV,Newly on ART,3
2020,2020-06,2020-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,6
2020,2020-06,2020-Q2,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,1
2020,2020-07,2020-Q3,Bhamo,Kachin,MMR001010,SQH,HIV,Newly on ART,1
2020,2020-07,2020-Q3,Myitkyina,Kachin,MMR001001,SQH,HIV,Newly on ART,1
2020,2020-07,2020-Q3,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,3
2020,2020-07,2020-Q3,Bahan,Yangon,MMR013044,SQH,HIV,Newly on ART,1
2020,2020-07,2020-Q3,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,3
2020,2020-07,2020-Q3,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,2
2020,2020-07,2020-Q3,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,1
2020,2020-07,2020-Q3,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,1
2020,2020-08,2020-Q3,Bhamo,Kachin,MMR001010,SQH,HIV,Newly on ART,1
2020,2020-08,2020-Q3,Myitkyina,Kachin,MMR001001,SQH,HIV,Newly on ART,1
2020,2020-08,2020-Q3,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,2
2020,2020-08,2020-Q3,Bahan,Yangon,MMR013044,SQH,HIV,Newly on ART,1
2020,2020-08,2020-Q3,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,3
2020,2020-08,2020-Q3,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,2
2020,2020-08,2020-Q3,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,5
2020,2020-09,2020-Q3,Bhamo,Kachin,MMR001010,SQH,HIV,Newly on ART,2
2020,2020-09,2020-Q3,Myitkyina,Kachin,MMR001001,SQH,HIV,Newly on ART,5
2020,2020-09,2020-Q3,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,1
2020,2020-09,2020-Q3,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,1
2020,2020-10,2020-Q4,Bhamo,Kachin,MMR001010,SQH,HIV,Newly on ART,1
2020,2020-10,2020-Q4,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,1
2020,2020-10,2020-Q4,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,1
2020,2020-10,2020-Q4,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,1
2020,2020-11,2020-Q4,Bhamo,Kachin,MMR001010,SQH,HIV,Newly on ART,1
2020,2020-11,2020-Q4,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,7
2020,2020-11,2020-Q4,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,3
2020,2020-11,2020-Q4,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,1
2020,2020-11,2020-Q4,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,2
2020,2020-11,2020-Q4,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,2
2020,2020-11,2020-Q4,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,1
2020,2020-12,2020-Q4,Myitkyina,Kachin,MMR001001,SQH,HIV,Newly on ART,1
2020,2020-12,2020-Q4,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,1
2021,2021-01,2021-Q1,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,1
2021,2021-01,2021-Q1,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,2
2021,2021-02,2021-Q1,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,1
2021,2021-02,2021-Q1,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,1
2021,2021-02,2021-Q1,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,1
2021,2021-03,2021-Q1,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,1
2021,2021-03,2021-Q1,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,4
2021,2021-04,2021-Q2,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,1
2021,2021-04,2021-Q2,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,1
2021,2021-04,2021-Q2,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,8
2021,2021-04,2021-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,2
2021,2021-04,2021-Q2,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,4
2021,2021-05,2021-Q2,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,4
2021,2021-05,2021-Q2,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,8
2021,2021-05,2021-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,3
2021,2021-06,2021-Q2,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,4
2021,2021-06,2021-Q2,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,1
2021,2021-06,2021-Q2,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,1
2021,2021-06,2021-Q2,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,10
2021,2021-06,2021-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,4
2021,2021-06,2021-Q2,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,1
2021,2021-07,2021-Q3,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,1
2021,2021-07,2021-Q3,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,1
2021,2021-07,2021-Q3,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,4
2021,2021-07,2021-Q3,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,2
2021,2021-08,2021-Q3,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,2
2021,2021-08,2021-Q3,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,2
2021,2021-09,2021-Q3,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,3
2021,2021-09,2021-Q3,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,6
2021,2021-09,2021-Q3,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,3
2021,2021-10,2021-Q4,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,1
2021,2021-10,2021-Q4,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,3
2021,2021-10,2021-Q4,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,2
2021,2021-10,2021-Q4,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,2
2021,2021-11,2021-Q4,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,2
2021,2021-11,2021-Q4,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,2
2021,2021-11,2021-Q4,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,2
2021,2021-11,2021-Q4,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,3
2021,2021-12,2021-Q4,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,6
2021,2021-12,2021-Q4,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,3
2021,2021-12,2021-Q4,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,2
2021,2021-12,2021-Q4,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,5
2021,2021-12,2021-Q4,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,3
2021,2021-12,2021-Q4,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,2
2022,2022-01,2022-Q1,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,4
2022,2022-01,2022-Q1,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,2
2022,2022-01,2022-Q1,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,1
2022,2022-02,2022-Q1,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,1
2022,2022-02,2022-Q1,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,1
2022,2022-02,2022-Q1,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,2
2022,2022-02,2022-Q1,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,5
2022,2022-02,2022-Q1,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,1
2022,2022-02,2022-Q1,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,1
2022,2022-03,2022-Q1,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,1
2022,2022-03,2022-Q1,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,1
2022,2022-03,2022-Q1,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,3
2022,2022-03,2022-Q1,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,2
2022,2022-03,2022-Q1,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,1
2022,2022-04,2022-Q2,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,2
2022,2022-04,2022-Q2,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,2
2022,2022-04,2022-Q2,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,2
2022,2022-04,2022-Q2,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,2
2022,2022-04,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,4
2022,2022-04,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,1
2022,2022-04,2022-Q2,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,1
2022,2022-05,2022-Q2,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,4
2022,2022-05,2022-Q2,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,4
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,3
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,4
2022,2022-06,2022-Q2,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,2
2022,2022-06,2022-Q2,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,1
2022,2022-06,2022-Q2,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,6
2022,2022-06,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,4
2022,2022-06,2022-Q2,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,2
2022,2022-07,2022-Q3,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,2
2022,2022-07,2022-Q3,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,7
2022,2022-07,2022-Q3,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,1
2022,2022-07,2022-Q3,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,1
2022,2022-08,2022-Q3,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,6
2022,2022-08,2022-Q3,Pyigyitagon,Mandalay,MMR010005,SQH,HIV,Newly on ART,1
2022,2022-08,2022-Q3,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,4
2022,2022-08,2022-Q3,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,5
2022,2022-08,2022-Q3,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,3
2022,2022-08,2022-Q3,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,1
2022,2022-09,2022-Q3,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,3
2022,2022-09,2022-Q3,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,2
2022,2022-09,2022-Q3,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,4
2022,2022-09,2022-Q3,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,1
2022,2022-09,2022-Q3,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,1
2022,2022-10,2022-Q4,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,3
2022,2022-10,2022-Q4,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,5
2022,2022-11,2022-Q4,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,1
2022,2022-11,2022-Q4,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,1
2022,2022-11,2022-Q4,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,1
2022,2022-12,2022-Q4,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,1
2022,2022-12,2022-Q4,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,1
2022,2022-12,2022-Q4,Hmawbi,Yangon,MMR013003,SQH,HIV,Newly on ART,3
2022,2022-12,2022-Q4,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,2
2022,2022-12,2022-Q4,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,3
2023,2023-01,2023-Q1,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,3
2023,2023-01,2023-Q1,Hlegu,Yangon,MMR013004,SQH,HIV,Newly on ART,1
2023,2023-01,2023-Q1,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,3
2023,2023-01,2023-Q1,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,3
2023,2023-01,2023-Q1,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,3
2023,2023-02,2023-Q1,Mogoke,Mandalay,MMR010011,SQH,HIV,Newly on ART,4
2023,2023-02,2023-Q1,Kyeemyindaing,Yangon,MMR013038,SQH,HIV,Newly on ART,2
2023,2023-02,2023-Q1,North Okkalapa,Yangon,MMR013012,SQH,HIV,Newly on ART,2
2023,2023-02,2023-Q1,Shwepyithar,Yangon,MMR013007,SQH,HIV,Newly on ART,1
2023,2023-02,2023-Q1,South Okkalapa,Yangon,MMR013011,SQH,HIV,Newly on ART,1
